slug,label,codec,score,verdict,cutoff_freq,families,Rule1MP3Bitrate,Rule2Cutoff,Rule3SourceVsContainer,Rule424BitSuspect,Rule5HighVariance,Rule6HighQualityProtection,Rule7SilenceAnalysis,Rule8NyquistException,Rule10Consistency,Rule11CassetteDetection,Rule12MLClassifier,Rule13MDCTAlignment,_calculator
023-01-Yusef-Lateef-Buddy-and-lou,1,aac_ff256,85,FAKE_CERTAIN,21000.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
025-07-Bolalar-Lola,1,aac_ff256,85,FAKE_CERTAIN,21250.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
026-06-Oumou-Dioubat-Siyala,1,aac_ff256,85,FAKE_CERTAIN,20500.0,cnn+mdct,0,0,0,0,0,0,,0,,,30,55,
027-01-Dimlite-Kitty-Cradle-Fog,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
030-06-S-bastien-Tellier-Benny,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
031-07-Shkoon-Just-Emma-Id,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
034-09-Snow-Ghosts-Bowline,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
035-16-Slow-Air-In-Dropped-D,1,aac_ff256,55,SUSPICIOUS,21000.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
032-05-2kilos-more-Cache-feu,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
033-01-Daylight-Rising,1,aac_ff256,85,FAKE_CERTAIN,21750.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
036-08-Nicolas-Comment-Amaurose,1,aac_ff256,85,FAKE_CERTAIN,21250.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
037-02-Super-Cayor-De-Dakar-Emboutaieillage,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
040-11-Xploding-Plastix-Far-flung-tonic,1,aac_ff256,85,FAKE_CERTAIN,21250.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,1,aac_ff256,102,SUSPICIOUS,19500.0,spectral,50,2,50,0,0,0,0,0,0,,0,,
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
039-13-Kat-Onoma-Change-blues,1,aac_ff256,85,FAKE_CERTAIN,21000.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
042-04-Keletigui-et-ses-Tambourinis-Nadia,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,1,aac_ff256,75,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,20,55,50
044-02-Various-Artists-Ka-mea-mea,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
045-08-DJ-Katapila-Trotro-instrumental,1,aac_ff256,41,WARNING,17750.0,cnn+spectral,0,11,0,0,0,0,,0,,0,30,,
046-04-Clelia-Felix-Shine-so-bright,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
047-03-Lemma-Souad-Asla-Maachouk-Nbi,1,aac_ff256,69,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,14,55,50
048-08-Gabriel-Romero-La-Piragua,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,1,aac_ff256,85,FAKE_CERTAIN,21500.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
050-08-Boubacar-Traor-Pierrette,1,aac_ff256,85,FAKE_CERTAIN,21500.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,1,aac_ff256,69,FAKE_CERTAIN,21250.0,cnn+mdct,0,0,0,0,0,0,,-30,,,14,55,30
052-06-Papa-Wemba-Efeka-mandundu,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
053-03-Jupiter-Okwess-Ofakombolo,1,aac_ff256,85,FAKE_CERTAIN,20500.0,cnn+mdct,0,0,0,0,0,0,,0,,,30,55,
054-10-George-Bruns-Two-dogs-and-a-cycle,1,aac_ff256,68,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,13,55,50
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
056-14-Hlamalani,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,1,aac_ff256,55,SUSPICIOUS,20750.0,mdct,0,0,0,0,0,0,,0,,,0,55,
058-01-Piny-Runa-Woko,1,aac_ff256,85,FAKE_CERTAIN,20750.0,cnn+mdct,0,0,0,0,0,0,,0,,,30,55,
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
060-13-Naomi-The-Boys-Bad-loser,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
061-07-Black-Truth-Rhythm-Band-Imo,1,aac_ff256,74,FAKE_CERTAIN,20000.0,cnn+mdct,0,0,0,0,0,0,,0,,,19,55,
062-03-Alpha-Blondy-Jah-glory,1,aac_ff256,85,FAKE_CERTAIN,21000.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
063-09-Rodolphe-Burger-Billy-the-kid,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,1,aac_ff256,84,FAKE_CERTAIN,21000.0,cnn+mdct,0,0,0,0,0,0,,-30,,,29,55,30
065-05-Quizas-Quizas,1,aac_ff256,65,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,10,55,50
066-04-Etoile-de-Dakar-My-wa-wa,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
067-03-The-Streets-Let-s-push-things-forward,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
070-02-Guts-Good-morning,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,1,aac_ff256,18,AUTHENTIC,16250.0,spectral,0,18,0,0,0,0,,0,,0,0,,
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
069-02-Eden-Ahbez-The-wanderer,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
072-05-Simo-Moumen-Samsara,1,aac_ff256,83,FAKE_CERTAIN,19750.0,cnn+mdct+spectral,0,1,0,0,0,0,,0,,,27,55,
073-10-Vanilla-Fudge-Eleanor-rigby,1,aac_ff256,85,FAKE_CERTAIN,20750.0,cnn+mdct,0,0,0,0,0,0,,0,,,30,55,
074-09-Koki-Nakano-Lift,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
076-20-Fran-ois-Couperin-O-salutaris,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
078-04-Kat-Onoma-La-chambre,1,aac_ff256,73,FAKE_CERTAIN,21500.0,cnn+mdct,0,0,0,0,0,0,,-30,,,18,55,30
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,aac_ff320,55,SUSPICIOUS,21500.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
002-03-Hraach-Let-it-go,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
003-01-Thor-Dari-lullaby,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
005-17-Los-Seven-Del-Swing-Celoso,1,aac_ff320,55,SUSPICIOUS,20250.0,mdct,0,0,0,0,0,0,,0,,,0,55,
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,aac_ff320,102,SUSPICIOUS,19500.0,spectral,50,2,50,0,0,0,0,0,0,,0,,
009-03-Ilya-Beshevli-To-solitude,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
006-09-Mahmoud-Ahmed-Tezeta,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
010-06-Jon-Hassell-These-times,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,aac_ff320,55,SUSPICIOUS,21000.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
015-08-Jos-Gonz-lez-Vissel,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,aac_ff320,55,SUSPICIOUS,20500.0,mdct,0,0,0,0,0,0,,0,,,0,55,
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
016-03-Memory-Tapes-Green-knight,1,aac_ff320,56,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,1,55,50
017-13-Cafe-Del-Mar-Submariner,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
020-06-Bola-Tigantabame,1,aac_ff320,55,SUSPICIOUS,20500.0,mdct,0,0,0,0,0,0,,0,,,0,55,
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,aac_ff320,100,SUSPICIOUS,20500.0,spectral,50,0,50,0,0,0,0,0,0,,0,,
018-04-Bag-o-wire-Resovoir,1,aac_ff320,85,FAKE_CERTAIN,21750.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
019-04-Kohi-Jadu,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,aac_ff320,55,SUSPICIOUS,21500.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
023-01-Yusef-Lateef-Buddy-and-lou,1,aac_ff320,55,SUSPICIOUS,21000.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
026-06-Oumou-Dioubat-Siyala,1,aac_ff320,55,SUSPICIOUS,20500.0,mdct,0,0,0,0,0,0,,0,,,0,55,
027-01-Dimlite-Kitty-Cradle-Fog,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
025-07-Bolalar-Lola,1,aac_ff320,55,SUSPICIOUS,21500.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
032-05-2kilos-more-Cache-feu,1,aac_ff320,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
033-01-Daylight-Rising,1,aac_ff320,65,FAKE_CERTAIN,21500.0,cnn+mdct,0,0,0,0,0,0,,-30,,,10,55,30
030-06-S-bastien-Tellier-Benny,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
031-07-Shkoon-Just-Emma-Id,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
034-09-Snow-Ghosts-Bowline,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
035-16-Slow-Air-In-Dropped-D,1,aac_ff320,55,SUSPICIOUS,21000.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
036-08-Nicolas-Comment-Amaurose,1,aac_ff320,85,FAKE_CERTAIN,21250.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
037-02-Super-Cayor-De-Dakar-Emboutaieillage,1,aac_ff320,63,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,8,55,50
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
039-13-Kat-Onoma-Change-blues,1,aac_ff320,55,SUSPICIOUS,21000.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
040-11-Xploding-Plastix-Far-flung-tonic,1,aac_ff320,55,SUSPICIOUS,21250.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,1,aac_ff320,102,SUSPICIOUS,19500.0,spectral,50,2,50,0,0,0,0,0,0,,0,,
044-02-Various-Artists-Ka-mea-mea,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
045-08-DJ-Katapila-Trotro-instrumental,1,aac_ff320,11,AUTHENTIC,17750.0,spectral,0,11,0,0,0,0,,0,,0,0,,
042-04-Keletigui-et-ses-Tambourinis-Nadia,1,aac_ff320,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
046-04-Clelia-Felix-Shine-so-bright,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
047-03-Lemma-Souad-Asla-Maachouk-Nbi,1,aac_ff320,55,SUSPICIOUS,21250.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
048-08-Gabriel-Romero-La-Piragua,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,1,aac_ff320,55,SUSPICIOUS,21500.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
050-08-Boubacar-Traor-Pierrette,1,aac_ff320,85,FAKE_CERTAIN,21500.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,1,aac_ff320,55,SUSPICIOUS,21250.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
052-06-Papa-Wemba-Efeka-mandundu,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
053-03-Jupiter-Okwess-Ofakombolo,1,aac_ff320,85,FAKE_CERTAIN,20500.0,cnn+mdct,0,0,0,0,0,0,,0,,,30,55,
054-10-George-Bruns-Two-dogs-and-a-cycle,1,aac_ff320,59,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,4,55,50
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,1,aac_ff320,55,SUSPICIOUS,21750.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
056-14-Hlamalani,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,1,aac_ff320,55,SUSPICIOUS,20750.0,mdct,0,0,0,0,0,0,,0,,,0,55,
058-01-Piny-Runa-Woko,1,aac_ff320,55,SUSPICIOUS,20750.0,mdct,0,0,0,0,0,0,,0,,,0,55,
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
060-13-Naomi-The-Boys-Bad-loser,1,aac_ff320,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
061-07-Black-Truth-Rhythm-Band-Imo,1,aac_ff320,71,SUSPICIOUS,19750.0,spectral,50,1,50,0,0,0,0,0,-30,,0,,
062-03-Alpha-Blondy-Jah-glory,1,aac_ff320,55,SUSPICIOUS,20750.0,mdct,0,0,0,0,0,0,,0,,,0,55,
063-09-Rodolphe-Burger-Billy-the-kid,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,1,aac_ff320,55,SUSPICIOUS,21000.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
065-05-Quizas-Quizas,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
066-04-Etoile-de-Dakar-My-wa-wa,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
067-03-The-Streets-Let-s-push-things-forward,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
069-02-Eden-Ahbez-The-wanderer,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
070-02-Guts-Good-morning,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,1,aac_ff320,18,AUTHENTIC,16250.0,spectral,0,18,0,0,0,0,,0,,0,0,,
072-05-Simo-Moumen-Samsara,1,aac_ff320,62,FAKE_CERTAIN,19750.0,cnn+mdct+spectral,0,1,0,0,0,0,,0,,,6,55,
073-10-Vanilla-Fudge-Eleanor-rigby,1,aac_ff320,85,FAKE_CERTAIN,20750.0,cnn+mdct,0,0,0,0,0,0,,0,,,30,55,
074-09-Koki-Nakano-Lift,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
076-20-Fran-ois-Couperin-O-salutaris,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
078-04-Kat-Onoma-La-chambre,1,aac_ff320,55,SUSPICIOUS,21500.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,aac_ff320,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,aacmf_256,25,AUTHENTIC,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,25,50
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,aacmf_256,91,FAKE_CERTAIN,18750.0,cnn+mdct+spectral,0,6,0,0,0,0,,0,,0,30,55,
002-03-Hraach-Let-it-go,1,aacmf_256,84,FAKE_CERTAIN,21000.0,cnn+mdct,0,0,0,0,0,0,,-30,,,29,55,30
003-01-Thor-Dari-lullaby,1,aacmf_256,31,WARNING,22050.0,cnn,0,0,0,0,0,0,,-50,,,81,0,
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,aacmf_256,31,WARNING,22050.0,cnn,0,0,0,0,0,0,,-50,,,81,0,
005-17-Los-Seven-Del-Swing-Celoso,1,aacmf_256,133,FAKE_CERTAIN,19250.0,cnn+spectral,50,3,50,0,0,0,0,0,0,,30,,
006-09-Mahmoud-Ahmed-Tezeta,1,aacmf_256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,aacmf_256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,aacmf_256,41,WARNING,17750.0,cnn+spectral,0,11,0,0,0,0,,0,,0,30,,
009-03-Ilya-Beshevli-To-solitude,1,aacmf_256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
010-06-Jon-Hassell-These-times,1,aacmf_256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,aacmf_256,31,WARNING,21000.0,cnn,0,0,0,0,0,0,,-30,,,61,0,
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,aacmf_256,132,FAKE_CERTAIN,19500.0,cnn+spectral,50,2,50,0,0,0,0,0,0,,30,,
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,aacmf_256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,aacmf_256,25,AUTHENTIC,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,25,50
015-08-Jos-Gonz-lez-Vissel,1,aacmf_256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
016-03-Memory-Tapes-Green-knight,1,aacmf_256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
017-13-Cafe-Del-Mar-Submariner,1,aacmf_256,55,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,25,50
020-06-Bola-Tigantabame,1,aacmf_256,31,WARNING,20500.0,cnn,0,0,0,0,0,0,,0,,,31,0,
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,aacmf_256,47,WARNING,16500.0,cnn+spectral,0,17,0,0,0,0,,0,,0,30,,
018-04-Bag-o-wire-Resovoir,1,aacmf_256,85,FAKE_CERTAIN,21500.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
019-04-Kohi-Jadu,1,aacmf_256,85,FAKE_CERTAIN,21500.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,aacmf_256,106,SUSPICIOUS,18750.0,spectral,50,6,50,0,0,0,,0,0,0,0,,
023-01-Yusef-Lateef-Buddy-and-lou,1,aacmf_256,31,WARNING,20750.0,cnn,0,0,0,0,0,0,,0,,,31,0,
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,aacmf_256,0,AUTHENTIC,22050.0,cnn,0,0,0,0,0,0,,-50,,,9,0,
025-07-Bolalar-Lola,1,aacmf_256,31,WARNING,21250.0,cnn,0,0,0,0,0,0,,-30,,,61,0,
026-06-Oumou-Dioubat-Siyala,1,aacmf_256,31,WARNING,20000.0,cnn,0,0,0,0,0,0,,0,,,31,0,
027-01-Dimlite-Kitty-Cradle-Fog,1,aacmf_256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,aacmf_256,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,aacmf_256,31,WARNING,22050.0,cnn,0,0,0,0,0,0,,-50,,,81,0,
030-06-S-bastien-Tellier-Benny,1,aacmf_256,31,WARNING,21750.0,cnn,0,0,0,0,0,0,,-50,,,81,0,
031-07-Shkoon-Just-Emma-Id,1,aacmf_256,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
032-05-2kilos-more-Cache-feu,1,aacmf_256,66,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,11,55,50
033-01-Daylight-Rising,1,aacmf_256,85,FAKE_CERTAIN,21000.0,cnn+mdct,0,0,0,0,0,0,,-30,,,30,55,30
034-09-Snow-Ghosts-Bowline,1,aacmf_256,25,AUTHENTIC,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,25,50
035-16-Slow-Air-In-Dropped-D,1,aacmf_256,55,SUSPICIOUS,21000.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
